total,kl,recon,reward,continue,p_layers,avg_gamma,avg_beta,skipped
2.915091037750244,1.0,0.1629014015197754,1.0709770917892456,0.6812125444412231,2,1.0,0.0009999999753259891,False
2.8960065841674805,1.0,0.14622876048088074,1.0701690912246704,0.6796088218688965,2,1.0,0.0009999999013039593,False
2.8909058570861816,1.0,0.14628039300441742,1.0634640455245972,0.6811612844467163,2,1.0,0.0009999997779339175,False
2.8563249111175537,1.0,0.11490972340106964,1.0641483068466187,0.6772667765617371,2,1.0,0.000999999605215876,False
2.8827157020568848,1.0,0.13944746553897858,1.0616775751113892,0.6815906763076782,2,1.0,0.0009999993831498518,False
2.911494731903076,1.0,0.1739346981048584,1.0586767196655273,0.6788833737373352,2,1.0,0.000999999111735867,False
2.878347158432007,1.0,0.13685517013072968,1.0606940984725952,0.6807978749275208,2,1.0,0.000999998790973948,False
2.8716139793395996,1.0,0.13326556980609894,1.057762861251831,0.6805852651596069,2,1.0,0.0009999984208641272,False
2.902153730392456,1.0,0.16484585404396057,1.0572149753570557,0.680092990398407,2,1.0,0.0009999980014064403,False
2.8591275215148926,1.0,0.13118557631969452,1.048280119895935,0.6796616911888123,2,1.0,0.0009999975326009292,False
2.8807735443115234,1.0,0.14587382972240448,1.057652473449707,0.677247166633606,2,1.0,0.0009999970144476398,False
2.8758625984191895,1.0,0.14902515709400177,1.0469006299972534,0.6799370050430298,2,1.0,0.0009999964469466235,False
2.876574993133545,1.0,0.1533650904893875,1.045390009880066,0.6778197288513184,2,1.0,0.0009999958300979366,False
2.8914685249328613,1.0,0.16697271168231964,1.0437241792678833,0.6807716488838196,2,1.0,0.0009999951639016395,False
2.871657133102417,1.0,0.1512451320886612,1.0426936149597168,0.677718460559845,2,1.0,0.000999994448357798,False
2.8844146728515625,1.0,0.16263826191425323,1.0438446998596191,0.6779317855834961,2,1.0,0.0009999936834664829,False
2.8569493293762207,1.0,0.14858348667621613,1.0298693180084229,0.6784963607788086,2,1.0,0.0009999928692277695,False
2.8757476806640625,1.0,0.1648634374141693,1.0345529317855835,0.6763311624526978,2,1.0,0.0009999920056417385,False
2.8604581356048584,1.0,0.14793522655963898,1.0341025590896606,0.67842036485672,2,1.0,0.0009999910927084748,False
2.8661820888519287,1.0,0.16762030124664307,1.021262288093567,0.6772994995117188,2,1.0,0.0009999901304280686,False
2.848170280456543,1.0,0.13776612281799316,1.0326803922653198,0.6777240037918091,2,1.0,0.000999989118800615,False
2.8364758491516113,1.0,0.14100995659828186,1.019167184829712,0.6762985587120056,2,1.0,0.0009999880578262135,False
2.8336634635925293,1.0,0.13251382112503052,1.0239089727401733,0.6772409677505493,2,1.0,0.0009999869475049692,False
2.8542861938476562,1.0,0.16283172369003296,1.015739917755127,0.6757146120071411,2,1.0,0.0009999857878369915,False
2.8611109256744385,1.0,0.1604054719209671,1.0230613946914673,0.6776439547538757,2,1.0,0.000999984578822395,False
2.8476788997650146,1.0,0.1573634296655655,1.014142394065857,0.6761729121208191,2,1.0,0.0009999833204612986,False
2.826767921447754,1.0,0.14992935955524445,1.000730276107788,0.6761084794998169,2,1.0,0.000999982012753827,False
2.8354783058166504,1.0,0.1580698937177658,1.004241943359375,0.6731665730476379,2,1.0,0.0009999806557001091,False
2.8550641536712646,1.0,0.16925011575222015,1.0096275806427002,0.6761863827705383,2,1.0,0.0009999792493002788,False
2.8695921897888184,1.0,0.18617796897888184,1.0080101490020752,0.6754040122032166,2,1.0,0.000999977793554475,False
2.8333256244659424,1.0,0.14875860512256622,1.0097277164459229,0.6748393177986145,2,1.0,0.0009999762884628411,False
2.8252975940704346,1.0,0.1492554098367691,1.000713586807251,0.6753284931182861,2,1.0,0.000999974734025526,False
2.8362984657287598,1.0,0.1600293666124344,0.9998549818992615,0.6764139533042908,2,1.0,0.0009999731302426829,False
2.8332364559173584,1.0,0.1676476001739502,0.9913209080696106,0.6742679476737976,2,1.0,0.00099997147711447,False
2.828519821166992,1.0,0.16513743996620178,0.9882169961929321,0.6751652956008911,2,1.0,0.0009999697746410508,False
2.8259494304656982,1.0,0.16131217777729034,0.9871233105659485,0.6775137782096863,2,1.0,0.000999968022822593,False
2.8178963661193848,1.0,0.1558046042919159,0.9865934252738953,0.6754982471466064,2,1.0,0.0009999662216592696,False
2.796895742416382,1.0,0.13585498929023743,0.9868183135986328,0.674222469329834,2,1.0,0.0009999643711512585,False
2.7968456745147705,1.0,0.13868175446987152,0.9834985733032227,0.6746652722358704,2,1.0,0.000999962471298742,False
2.788001537322998,1.0,0.1284165233373642,0.9848411679267883,0.6747439503669739,2,1.0,0.0009999605221019082,False
2.77959942817688,1.0,0.1311025172472,0.9764053225517273,0.672091543674469,2,1.0,0.0009999585235609487,False
2.7998898029327393,1.0,0.15470324456691742,0.971608579158783,0.6735780835151672,2,1.0,0.0009999564756760615,False
2.7872304916381836,1.0,0.1429027020931244,0.9713587164878845,0.6729690432548523,2,1.0,0.0009999543784474482,False
2.7872071266174316,1.0,0.1378333568572998,0.9748151898384094,0.6745586395263672,2,1.0,0.000999952231875316,False
2.787498950958252,1.0,0.13955239951610565,0.974839985370636,0.6731067299842834,2,1.0,0.0009999500359598767,False
2.7936387062072754,1.0,0.15734274685382843,0.9641103744506836,0.6721855401992798,2,1.0,0.0009999477907013472,False
2.8121142387390137,1.0,0.173387348651886,0.9655661582946777,0.6731608510017395,2,1.0,0.0009999454960999488,False
2.795623302459717,1.0,0.15676693618297577,0.9657943844795227,0.6730620265007019,2,1.0,0.0009999431521559082,False
2.7468349933624268,1.0,0.11295342445373535,0.95966637134552,0.6742150783538818,2,1.0,0.0009999407588694566,False
2.7554123401641846,1.0,0.12436117976903915,0.9579111933708191,0.6731400489807129,2,1.0,0.0009999383162408303,False
2.7998595237731934,1.0,0.16081328690052032,0.9664180874824524,0.6726281046867371,2,1.0,0.0009999358242702703,False
2.7705798149108887,1.0,0.14454802870750427,0.9534007906913757,0.6726310849189758,2,1.0,0.0009999332829580226,False
2.803471803665161,1.0,0.18556652963161469,0.9444696307182312,0.6734356880187988,2,1.0,0.000999930692304338,False
2.75738525390625,1.0,0.1365838497877121,0.9473390579223633,0.6734623312950134,2,1.0,0.0009999280523094723,False
2.7602856159210205,1.0,0.14253979921340942,0.9478926062583923,0.6698532104492188,2,1.0,0.0009999253629736859,False
2.800408124923706,1.0,0.17991767823696136,0.9489601254463196,0.6715301871299744,2,1.0,0.0009999226242972444,False
2.7492358684539795,1.0,0.13149355351924896,0.9453441500663757,0.6723980903625488,2,1.0,0.0009999198362804177,False
2.780827522277832,1.0,0.16782931983470917,0.9411054849624634,0.6718927621841431,2,1.0,0.0009999169989234815,False
2.7520792484283447,1.0,0.14626438915729523,0.9339897036552429,0.671825110912323,2,1.0,0.0009999141122267153,False
2.774176836013794,1.0,0.16109395027160645,0.9417126774787903,0.6713702082633972,2,1.0,0.0009999111761904045,False
2.726038694381714,1.0,0.12779997289180756,0.9293021559715271,0.668936550617218,2,1.0,0.0009999081908148386,False
2.7731714248657227,1.0,0.16950345039367676,0.9324392676353455,0.6712285876274109,2,1.0,0.0009999051561003123,False
2.73724627494812,1.0,0.13835349678993225,0.9281340837478638,0.6707587838172913,2,1.0,0.0009999020720471252,False
2.752960205078125,1.0,0.1636909693479538,0.9183115363121033,0.6709576845169067,2,1.0,0.0009998989386555814,False
2.7587034702301025,1.0,0.17010760307312012,0.9181507229804993,0.6704451441764832,2,1.0,0.0009998957559259906,False
2.73968768119812,1.0,0.14637623727321625,0.9246038794517517,0.6687076687812805,2,1.0,0.0009998925238586666,False
2.752681016921997,1.0,0.15831191837787628,0.9251243472099304,0.6692447066307068,2,1.0,0.0009998892424539284,False
2.776686191558838,1.0,0.19120895862579346,0.916426956653595,0.6690502166748047,2,1.0,0.0009998859117121,False
2.777813196182251,1.0,0.18473728001117706,0.9223476648330688,0.6707282662391663,2,1.0,0.00099988253163351,False
2.7176246643066406,1.0,0.13709445297718048,0.9108427166938782,0.6696875691413879,2,1.0,0.000999879102218492,False
2.726699113845825,1.0,0.1513279527425766,0.9056286215782166,0.6697425246238708,2,1.0,0.0009998756234673846,False
2.7635228633880615,1.0,0.18723754584789276,0.9070209860801697,0.6692643165588379,2,1.0,0.0009998720953805311,False
2.719224691390991,1.0,0.14305388927459717,0.9073910117149353,0.6687798500061035,2,1.0,0.0009998685179582797,False
2.730771064758301,1.0,0.15758253633975983,0.9030055999755859,0.6701828837394714,2,1.0,0.0009998648912009835,False
