total,kl,recon,reward,continue
2.894848346710205,1.0,0.1510046422481537,1.0651602745056152,0.6786832213401794
2.526188850402832,1.0,0.13561853766441345,0.7595791816711426,0.6309909820556641
2.1688809394836426,1.002819538116455,0.14085178077220917,0.4562518298625946,0.5689578652381897
2.0782105922698975,1.3447641134262085,0.1182510182261467,0.14035509526729584,0.474840372800827
1.5886328220367432,1.0,0.10747089236974716,0.06007260084152222,0.4210894703865051
1.5457003116607666,1.0,0.12255813926458359,0.06475529819726944,0.3583868443965912
1.5410281419754028,1.0,0.12168910354375839,0.12786145508289337,0.2914775311946869
1.4889507293701172,1.0,0.12799134850502014,0.12562115490436554,0.2353382110595703
1.4112675189971924,1.0006239414215088,0.1323573887348175,0.07476639747619629,0.2035197764635086
1.3196195363998413,1.0040473937988281,0.1084146648645401,0.037842776626348495,0.1693146973848343
1.325844645500183,1.0152673721313477,0.11503741890192032,0.04994884878396988,0.14559097588062286
1.303889513015747,1.0221508741378784,0.12330370396375656,0.06034625694155693,0.09808873385190964
1.2517913579940796,1.0055596828460693,0.10308382660150528,0.05306979641318321,0.09007798880338669
1.201317548751831,1.0022815465927124,0.09757455438375473,0.03801029548048973,0.06345122307538986
1.183068871498108,1.0014538764953613,0.10914986580610275,0.022703206166625023,0.049761977046728134
1.2004188299179077,1.0022741556167603,0.1205894947052002,0.02610495686531067,0.05145026370882988
1.1752594709396362,1.001896858215332,0.1006968542933464,0.03085845150053501,0.041807468980550766
1.1577478647232056,1.0021127462387085,0.08029636740684509,0.030245119705796242,0.04509364068508148
1.1485073566436768,1.0084565877914429,0.07699660211801529,0.020222647115588188,0.04283149912953377
1.1576839685440063,1.0167447328567505,0.07893063127994537,0.015083730220794678,0.046925004571676254
1.2188129425048828,1.007131576538086,0.08254081010818481,0.016438988968729973,0.11270159482955933
1.183044195175171,1.0050557851791382,0.07738127559423447,0.019954655319452286,0.08065245300531387
1.1663748025894165,1.0011084079742432,0.06344856321811676,0.020399048924446106,0.08141880482435226
1.188248634338379,1.0038639307022095,0.07287357747554779,0.01667344570159912,0.09483762830495834
1.2000761032104492,1.0152078866958618,0.08097445964813232,0.011516754515469074,0.09237697720527649
1.1431586742401123,1.0037108659744263,0.0708366185426712,0.009715660475194454,0.058895476162433624
1.153498649597168,1.003036618232727,0.06729348748922348,0.011539704166352749,0.0716288685798645
1.1851019859313965,1.0015199184417725,0.06642943620681763,0.012123946100473404,0.10502880066633224
1.1400105953216553,1.0012887716293335,0.06771828234195709,0.009838665835559368,0.061164915561676025
1.1623502969741821,1.0075368881225586,0.060740936547517776,0.00737521518021822,0.08669718354940414
1.183812141418457,1.0108778476715088,0.06637316197156906,0.007818101905286312,0.09874303638935089
1.1217843294143677,1.0111308097839355,0.061581242829561234,0.009262432344257832,0.03980983793735504
1.120637059211731,1.0056945085525513,0.0584539957344532,0.008499880321323872,0.047988709062337875
1.123366355895996,1.0031369924545288,0.059369511902332306,0.007712744176387787,0.05314705893397331
1.1757755279541016,1.0060261487960815,0.06331639736890793,0.006382083985954523,0.10005088895559311
1.1381375789642334,1.002376914024353,0.0562521293759346,0.00575465289875865,0.07375384122133255
1.1212884187698364,1.0067493915557861,0.05514804273843765,0.0054396833293139935,0.053951334208250046
1.1014277935028076,1.0047495365142822,0.05108174309134483,0.005657215137034655,0.039939265698194504
1.1214979887008667,1.0073267221450806,0.04858420044183731,0.006737064570188522,0.05884994938969612
1.1095317602157593,1.0080662965774536,0.04327932372689247,0.005365327931940556,0.052820801734924316
1.101679801940918,1.0064585208892822,0.042790960520505905,0.004641238134354353,0.04778901860117912
1.1101754903793335,1.0085537433624268,0.047005582600831985,0.004354491364210844,0.050261761993169785
1.1328192949295044,1.0092881917953491,0.04795074835419655,0.004684278275817633,0.07089599221944809
1.0948714017868042,1.0048284530639648,0.0425407811999321,0.004548268858343363,0.04295383393764496
1.095520257949829,1.0035325288772583,0.04135606065392494,0.004231262020766735,0.04640047624707222
1.108306646347046,1.0025478601455688,0.03918462619185448,0.0036750591825693846,0.0628991350531578
1.1177705526351929,1.001879334449768,0.04034949094057083,0.003392276121303439,0.07214950770139694
