total,kl,recon,reward,continue
2.931781768798828,1.0,0.1860245019197464,1.0658740401268005,0.6798831671476364
2.578425884246826,1.0,0.19286035746335983,0.7572415322065353,0.6283239126205444
2.2108348608016968,1.0127757489681244,0.1873309463262558,0.4458662196993828,0.5648619383573532
1.841985821723938,1.0191405415534973,0.174715094268322,0.16576963290572166,0.4823605567216873
1.6111190915107727,1.0,0.16984547302126884,0.045342524535954,0.39593107998371124
1.6824727058410645,1.0004156231880188,0.17005659639835358,0.2267441302537918,0.2852562963962555
1.5881864130496979,1.000337153673172,0.16786529123783112,0.1866217777132988,0.23336222767829895
1.411537617444992,1.000674456357956,0.15766973048448563,0.06322904489934444,0.1899643875658512
1.3669747710227966,1.002969205379486,0.1510193794965744,0.043474563397467136,0.16951161995530128
1.3671420812606812,1.0074445009231567,0.1503535993397236,0.0689134206622839,0.14043057709932327
1.3409904539585114,1.0067898035049438,0.1513955146074295,0.07609895244240761,0.10670619644224644
1.2935321033000946,1.0085542500019073,0.15173987485468388,0.059305986389517784,0.07393195666372776
1.2196268439292908,1.0055280327796936,0.12328971736133099,0.03624849673360586,0.05456064082682133
1.192104697227478,1.010498970746994,0.10783214867115021,0.024446741212159395,0.049326829612255096
1.1802906692028046,1.0149985551834106,0.0893696416169405,0.03007339220494032,0.045849109534174204
1.1876361966133118,1.0129906237125397,0.0912043321877718,0.04088862519711256,0.04255258943885565
1.1876623332500458,1.0106097161769867,0.08785057626664639,0.03736435994505882,0.051837684004567564
1.1710709035396576,1.0062959790229797,0.08012409508228302,0.024431876372545958,0.06021896470338106
1.179387092590332,1.0078462362289429,0.08567791804671288,0.017308334819972515,0.06855453085154295
1.1440726816654205,1.0031647384166718,0.08258658833801746,0.02103703236207366,0.037284309044480324
1.1864832043647766,1.0036041140556335,0.07586030103266239,0.028064711950719357,0.07895408105105162
1.1709021627902985,1.005146563053131,0.07826421782374382,0.02803905075415969,0.05945231765508652
1.1553879082202911,1.0040364265441895,0.06687691621482372,0.02110244147479534,0.0633721116464585
1.1665412187576294,1.00399449467659,0.0670751053839922,0.013958072755485773,0.08151355385780334
1.1582516133785248,1.0063096582889557,0.06540490221232176,0.012289321282878518,0.07424775697290897
1.1482658386230469,1.0060214400291443,0.06664859224110842,0.015308337518945336,0.06028745579533279
1.12529656291008,1.0070739686489105,0.0565568758174777,0.01695029530674219,0.04471545293927193
1.116228461265564,1.0074163675308228,0.05566960200667381,0.015167094301432371,0.037975460989400744
1.1487129926681519,1.0081543624401093,0.054965242743492126,0.011492866789922118,0.07410056795924902
1.1260519325733185,1.0090529024600983,0.059091498143970966,0.009337384719401598,0.04857015982270241
1.1132805049419403,1.0059328973293304,0.061716715805232525,0.010637476108968258,0.034993438981473446
1.1209310293197632,1.0074616968631744,0.05413936823606491,0.012347364332526922,0.04698261944577098
1.1100318431854248,1.0079523921012878,0.047878715209662914,0.012174537172541022,0.04202618822455406
1.1232191026210785,1.0082198083400726,0.04623296484351158,0.01008162833750248,0.05868471972644329
1.1010181903839111,1.0072490572929382,0.05601210333406925,0.007865222170948982,0.02989187790080905
