total,kl,recon,reward,continue
2.919900417327881,1.0,0.17665743827819824,1.0650644302368164,0.6781784296035767
2.540910243988037,1.0,0.15042196214199066,0.7610835433006287,0.6294047236442566
2.188070058822632,1.0093692541122437,0.15386438369750977,0.45745235681533813,0.5673840641975403
1.849037766456604,1.0123316049575806,0.1851717233657837,0.17104624211788177,0.4804881513118744
1.6161079406738281,1.0,0.17898394167423248,0.04491032287478447,0.39221373200416565
1.7407162189483643,1.0054889917373657,0.18446283042430878,0.26442939043045044,0.28633496165275574
1.5228166580200195,1.0,0.14088059961795807,0.15545326471328735,0.22648291289806366
1.438192367553711,1.0,0.18310512602329254,0.05293629318475723,0.20215097069740295
1.4102206230163574,1.0,0.20361796021461487,0.04195427894592285,0.1646483689546585
1.3512705564498901,1.0000933408737183,0.14113424718379974,0.06722783297300339,0.14281511306762695
1.3446201086044312,1.0170133113861084,0.15352359414100647,0.0765705555677414,0.09751271456480026
1.3023836612701416,1.0083242654800415,0.15404342114925385,0.05833717808127403,0.08167880773544312
1.2578099966049194,1.0027668476104736,0.1588858813047409,0.034965869039297104,0.061191387474536896
1.2040667533874512,1.001021385192871,0.12781797349452972,0.0263233482837677,0.04890408739447594
1.1980642080307007,1.005489468574524,0.10805870592594147,0.032348595559597015,0.0521673746407032
1.2218514680862427,1.0079138278961182,0.10230233520269394,0.039803579449653625,0.07183169573545456
1.1460702419281006,1.0077526569366455,0.08677732199430466,0.03478585556149483,0.016754401847720146
1.1853243112564087,1.0073902606964111,0.07556191831827164,0.02301163785159588,0.07936044782400131
1.1448285579681396,1.0148794651031494,0.07527061551809311,0.018468493595719337,0.03620999678969383
1.203652024269104,1.0122604370117188,0.08677726238965988,0.02280871570110321,0.08180566877126694
1.113228678703308,1.002011775970459,0.06856664270162582,0.027608860284090042,0.015041330829262733
1.1763732433319092,1.0026425123214722,0.0866030678153038,0.025572452694177628,0.06155526638031006
